note_id,tfidf_alphafold,tfidf_alphafold2,tfidf_alphafold3,tfidf_amber,tfidf_cnn,tfidf_gromacs,tfidf_md模拟,tfidf_protocol,tfidf_transformer,tfidf_troubleshooting,tfidf_中间体,tfidf_临床,tfidf_代码,tfidf_优化,tfidf_催化效率,tfidf_催化机制,tfidf_创新,tfidf_创新 创新,tfidf_创新 发表,tfidf_力场,tfidf_动力学,tfidf_原理,tfidf_发表,tfidf_发表 创新,tfidf_发表 发表,tfidf_发表 影响因子,tfidf_实例,tfidf_实现,tfidf_展望,tfidf_工具,tfidf_工具 工具,tfidf_工具 操作,tfidf_工具 教程,tfidf_工具 步骤,tfidf_工具 软件,tfidf_应用,tfidf_底物结合,tfidf_影响因子,tfidf_影响因子 创新,tfidf_影响因子 影响因子,tfidf_性能,tfidf_成功,tfidf_技巧,tfidf_折叠机制,tfidf_挑战,tfidf_操作,tfidf_操作 工具,tfidf_操作 操作,tfidf_操作 步骤,tfidf_操作 软件,tfidf_教程,tfidf_教程 工具,tfidf_教程 操作,tfidf_教程 教程,tfidf_教程 步骤,tfidf_教程 软件,tfidf_方法学,tfidf_最新研究,tfidf_最新研究 影响因子,tfidf_期刊,tfidf_机遇,tfidf_标准化,tfidf_案例研究,tfidf_模型训练,tfidf_模拟时间,tfidf_步骤,tfidf_步骤 工具,tfidf_步骤 操作,tfidf_步骤 教程,tfidf_步骤 步骤,tfidf_步骤 软件,tfidf_注意力机制,tfidf_活性位点,tfidf_深度学习,tfidf_深度学习 深度学习,tfidf_深度学习 神经网络,tfidf_热力学,tfidf_特征工程,tfidf_神经网络,tfidf_神经网络 深度学习,tfidf_神经网络 神经网络,tfidf_端到端,tfidf_算法,tfidf_经典,tfidf_经验,tfidf_结构预测,tfidf_结构预测 神经网络,tfidf_综述,tfidf_蛋白质折叠,tfidf_表征学习,tfidf_软件,tfidf_软件 工具,tfidf_软件 教程,tfidf_软件 步骤,tfidf_软件 软件,tfidf_进展,tfidf_酶工程,tfidf_错误折叠,tfidf_预测精度,tfidf_验证
note_0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24070659029641361,0.0,0.0,0.26028856180550547,0.26028856180550547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3610598854446204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300883237870517,0.29282463203119363,0.0,0.0,0.0,0.0,0.40117765049402265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44129541554342494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26028856180550547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27655659691834955,0.0,0.0,0.0
note_0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3298536351803597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4873877766078599,0.0,0.0,0.0,0.0,0.4792646469977289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4224027397268119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4955109062179909
note_0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4692445803528009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5520524474738834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4554432691659538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3588340908580242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3726354020448713,0.0,0.0,0.0,0.0
note_0014,0.26560841091319237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3203608239626485,0.025074407463378967,0.05850695074788426,0.0,0.0,0.0,0.32836984456171464,0.050708885190639146,0.049604091000635495,0.025939351869065385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2803157209673174,0.04481131878212977,0.02624524030501868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3203608239626485,0.04323225311510897,0.33637886516078086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3226722922947871,0.03018366087979016,0.03668285019243731,0.0,0.0,0.21092238204588504,0.03737326882634835,0.018184115677580794,0.0,0.0,0.0,0.0,0.3848416762173245,0.048054123594397265,0.0,0.32758370679293725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
note_0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25594169238027625,0.0,0.0,0.2840463091790694,0.31682088331511593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3232947693224542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3771772308761966,0.3058960252697671,0.0,0.0,0.0,0.0,0.3502360000993254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3098241539340186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3277457413604648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2949711672244183,0.0,0.0,0.0
note_0016,0.0,0.42284197575031046,0.2537051854501863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42014625006317907,0.023145510569030744,0.02342383689601496,0.06943653170709223,0.04575149900414165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19901664476676903,0.0,0.0,0.048632238511953224,0.04684767379202992,0.4422592105928201,0.09484516114282177,0.02342383689601496,0.045228084437615605,0.022875749502070827,0.02371129028570544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19901664476676903,0.04684767379202992,0.06784212665642342,0.04575149900414165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22027631183568297,0.0,0.032072912018522616,0.2255157204001656,0.0,0.0,0.0,0.3793175955506779,0.02118931304521046,0.0,0.0,0.0,0.15479072370748703,0.022112960529641002,0.04684767379202992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
note_0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2970249365589657,0.3080258601352237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34102863086399765,0.08060223089235476,0.046612273234130565,0.0,0.03414120488542134,0.046612273234130565,0.0,0.2970249365589657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3080258601352237,0.04838787085928322,0.023306136617065282,0.0,0.023306136617065282,0.24202031867767576,0.01179607280435682,0.034959204925597925,0.011250205501244797,0.02276080325694756,0.01179607280435682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35202955444025563,0.046612273234130565,0.022500411002489593,0.03414120488542134,0.011653068308532641,0.058265341542663204,0.0,0.3080258601352237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25302124225393374,0.044003694305031954,0.046612273234130565,0.08360748076524481,0.01179607280435682,0.0,0.3740314015927716,0.0,0.0,0.0
note_0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31027450041318877,0.06475988878310308,0.03237994439155154,0.0,0.0,0.0,0.29993201706608247,0.021827712645899038,0.053380380990054405,0.02233126272408541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2585620836776573,0.08101420611255741,0.011297301479746743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32061698376029507,0.04466252544817082,0.29993201706608247,0.0,0.0,0.0,0.28124449828547526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29892566370637125,0.05846670129185279,0.047370557054618116,0.0,0.38671118514252845,0.2293688666734132,0.028957279283948992,0.023482136330022826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3984297059044233,0.0
note_0019,0.28639313696859564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2896774476478478,0.06064074882380265,0.040913305281227955,0.02021358294126755,0.019977993508705404,0.040913305281227955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4055484267069868,0.0637077188586321,0.08182661056245591,0.0,0.020456652640613977,0.3476129371774173,0.0,0.020456652640613977,0.05924831297160794,0.019977993508705404,0.06212307973139469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32830110733422746,0.061369957921841925,0.0,0.019977993508705404,0.061369957921841925,0.020456652640613977,0.0,0.0,0.21069838024338997,0.05230547834736877,0.0,0.0,0.0,0.17954822182932365,0.0,0.04201517603084352,0.0,0.0,0.0,0.0,0.2789625511859668,0.018505184209716072,0.0,0.1841098737655258,0.0,0.4441720863933666,0.01931182984318985,0.061369957921841925,0.0629017359041488,0.08283077297519292,0.0,0.0,0.0,0.0,0.0
note_0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31323499336844174,0.2187671017926811,0.0,0.0,0.2562779388161992,0.23656425121495311,0.0,0.0,0.0,0.0,0.14617633023860613,0.0,0.0,0.0,0.0,0.0,0.3159969248116505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38891929207587755,0.21685056361370703,0.0,0.0,0.0,0.0,0.38891929207587755,0.0,0.2088233289122945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2673820133021658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13799581320872265,0.0,0.0,0.0,0.16705866312983558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23656425121495311,0.2088233289122945,0.0,0.0
note_0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22296936100140038,0.0,0.0,0.2726249658805497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33001969553961275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24392760105101813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26356548364422794,0.0,0.0,0.0,0.0,0.46511555937216703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3730657427839101,0.0,0.0,0.0,0.0,0.0,0.0,0.29457318760237244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31567101312484697,0.0,0.31007703958144467
note_0022,0.23313783975577745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42191159641107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3991055641726338,0.0,0.0,0.0,0.0,0.0,0.34209048357654326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4903296931263787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2273383335659863,0.02292725321257295,0.014860790602711236,0.0,0.0,0.16864721614310887,0.015140489881609612,0.0,0.0,0.2622693707420165,0.0,0.0,0.22163011438820518,0.04055722818399673,0.0,0.2241709997651706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
note_0023,0.0,0.0,0.0,0.0,0.19910504774453683,0.0,0.0,0.0,0.26547339699271577,0.0,0.0,0.0,0.0,0.0,0.2572983823757731,0.3144758006815005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2820045835663972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27159273695220504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29962987003929703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19387815120189808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34843383355293944,0.22870967322290947,0.0,0.0,0.0,0.0,0.0,0.10442076784613893,0.0,0.010366354520393738,0.0,0.0,0.0,0.0,0.0,0.0,0.26437929709349733,0.0,0.28206548430476047,0.0,0.0,0.0,0.0,0.0,0.26437929709349733,0.2001209640700458,0.0,0.0,0.0
note_0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4148466700771917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45314020885354794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472286978241726,0.0,0.0,0.0,0.0,0.0,0.45952246531627394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4339934394653699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
